index_number,start_year,end_year,centre_year,frequency,duration,max_intensity,max_max_intensity,mean_intensity,intensity_variablity,cumulative_intensity,rate_onset,rate_decline,mhw_days,total_cumulative_intensity
1,1993.0,1995.0,1994.0,5.0,6.4,1.6447186450507836,2.363214875886065,1.314178951669158,0.1968690815540176,8.457281941426917,0.3673260065642879,0.2472343714096458,32.0,42.28640970713458
2,1996.0,1998.0,1997.0,3.0,6.333333333333333,2.0490941552625492,2.8383052582590906,1.603548160805043,0.32405919059540017,10.896670379063783,0.3571088668709879,0.7940773725627889,19.0,32.69001113719135
3,1999.0,2001.0,2000.0,6.0,12.0,2.4169375286722627,3.2265519458467082,1.7184223678309494,0.3124947825864467,22.34173019280563,0.2764191938281649,0.29150514259891946,72.0,134.0503811568338
4,2002.0,2004.0,2003.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0
5,2005.0,2007.0,2006.0,3.0,9.333333333333334,1.7854436598207997,1.8504371062416283,1.4529351703196858,0.2649760517277979,13.159492650896988,0.5419232277351878,0.1749578831135882,28.0,39.478477952690966
6,2008.0,2010.0,2009.0,3.0,8.666666666666666,2.087054118902568,2.584748655991163,1.6378100028284652,0.29181613125110023,14.355668472064167,0.2589053212541211,0.2711567507252098,26.0,43.0670054161925
7,2011.0,2013.0,2012.0,7.0,21.857142857142858,2.4439155188459716,3.3790654823361663,1.733067138943787,0.3816914180116583,39.95778418300317,0.37350583369930435,0.223042094480449,153.0,279.7044892810222
8,2014.0,2016.0,2015.0,5.0,8.0,2.015821494779098,2.4135989298905685,1.5745042601850947,0.29360670111393494,12.410749095721238,0.3188681369875103,0.22388698680894442,40.0,62.05374547860619
9,2017.0,2019.0,2018.0,5.0,6.6,1.8266305097548945,2.3785328975061617,1.469708191439857,0.22692792274246593,9.759565259506525,0.3793405520302909,0.36917091494385035,33.0,48.79782629753262
